Time,Distance,Best Lap Delta,Best Lap Time,Brake Bias,Brake Pos,CG Accel Lateral,CG Accel Longitudinal,Car Coord X,Car Coord Y,Car Coord Z,DRS Active,DRS Available,Engine RPM,Fuel Level,Gear,Ground Speed,KERS Charge,KERS Deployed Energy,Last Sector Time,Max RPM,Throttle Pos
s,m,s,s,%,%,G,G,m,m,m,,,rpm,l,,km/h,%,kJ,s,rpm,%
0,0,26.22,107.932,54,0,0.02,0.6,241.4,-626.3,19.2,1,1,12355,13.35,5,226.8,93.6,0,32.179,13050,100
0.05,3.2,0.003,107.932,54,0,0.06,0.82,244.8,-631.4,19.3,1,1,10733,13.35,6,229.2,93.6,0,32.179,13050,100
0.1,6.4,0.003,107.932,54,0,0.06,0.82,244.8,-631.4,19.3,1,1,10733,13.35,6,229.2,93.6,0,32.179,13050,100
0.15,9.6,0.003,107.932,54,0,-0.01,0.57,246.7,-634.2,19.3,1,1,10795,13.35,6,230.4,93.6,0,32.179,13050,100
0.2,12.8,0.003,107.932,54,0,-0.01,0.6,248.4,-636.8,19.4,1,1,10816,13.34,6,231.5,93.6,0,32.179,13050,100
0.25,16,0.003,107.932,54,0,0.02,0.6,250.2,-639.5,19.4,1,1,10868,13.34,6,232.6,93.6,0,32.179,13050,100
0.3,19.3,0.003,107.932,54,0,0.06,0.6,252.1,-642.3,19.5,1,1,10910,13.34,6,233.7,93.6,0,32.179,13050,100
0.35,22.5,0.003,107.932,54,0,0.1,0.62,253.8,-644.9,19.5,1,1,10959,13.34,6,234.7,93.6,0,32.179,13050,100
0.4,25.8,0.003,107.932,54,0,0.09,0.63,255.6,-647.7,19.6,1,1,11022,13.34,6,235.7,93.6,0,32.179,13050,100
0.45,29.1,0.003,107.932,54,0,0.06,0.56,257.5,-650.4,19.7,1,1,11064,13.34,6,236.8,93.6,0,32.179,13050,100
0.5,32.4,0.003,107.932,54,0,-0.01,0.56,259.3,-653.1,19.7,1,1,11105,13.33,6,237.8,93.6,0,32.179,13050,100
0.55,35.7,0.003,107.932,54,0,-0.08,0.56,261.1,-655.9,19.8,1,1,11153,13.33,6,238.8,93.6,0,32.179,13050,100
0.6,39,0.003,107.932,54,0,-0.06,0.58,263,-658.7,19.8,1,1,11171,13.33,6,239.8,93.6,0,32.179,13050,100
0.65,42.4,0.003,107.932,54,0,-0.01,0.56,264.8,-661.4,19.9,1,1,11222,13.33,6,240.8,93.6,0,32.179,13050,100
0.7,45.7,0.003,107.932,54,0,-0.03,0.63,266.7,-664.2,20,1,1,11291,13.33,6,241.7,93.6,0,32.179,13050,100
0.75,49.1,0.003,107.932,54,0,-0.05,0.51,268.6,-667.1,20,1,1,11340,13.33,6,242.7,93.6,0,32.179,13050,100
0.8,52.5,0.003,107.932,54,0,-0.01,0.5,270.4,-669.8,20.1,1,1,11351,13.32,6,243.6,93.6,0,32.179,13050,100
0.85,55.9,0.003,107.932,54,0,-0.07,0.55,272.3,-672.6,20.1,1,1,11403,13.32,6,244.6,93.6,0,32.179,13050,100
0.9,59.3,0.003,107.932,54,0,-0.07,0.53,274.3,-675.5,20.2,1,1,11442,13.32,6,245.5,93.6,0,32.179,13050,100
0.95,62.7,0.003,107.932,54,0,-0.04,0.54,276.1,-678.2,20.3,1,1,11484,13.32,6,246.4,93.6,0,32.179,13050,100
1,66.2,0.003,107.932,54,0,-0.02,0.51,278,-681.2,20.3,1,1,11513,13.32,6,247.3,93.6,0,32.179,13050,100
1.05,69.6,0.003,107.932,54,0,0.05,0.47,280,-684.1,20.4,1,1,11576,13.32,6,248.2,93.6,0,32.179,13050,100
1.1,73.1,0.003,107.932,54,0,0.11,0.47,281.8,-686.8,20.4,1,1,11610,13.31,6,249,93.6,0,32.179,13050,100
1.15,76.5,0.003,107.932,54,0,0.14,0.45,283.8,-689.8,20.5,1,1,11646,13.31,6,249.9,93.6,0,32.179,13050,100
1.2,80,0.003,107.932,54,0,0.16,0.47,285.7,-692.7,20.6,1,1,11665,13.31,6,250.8,93.6,0,32.179,13050,100
1.25,83.5,0.003,107.932,54,0,0.15,0.47,287.6,-695.5,20.6,1,1,11694,13.31,6,251.6,93.6,0,32.179,13050,100
1.3,87,0.003,107.932,54,0,0.13,0.45,289.6,-698.5,20.7,1,1,11760,13.31,6,252.4,93.6,0,32.179,13050,100
1.35,90.5,0.003,107.932,54,0,0.03,0.44,291.6,-701.4,20.8,1,1,11791,13.31,6,253.2,93.6,0,32.179,13050,100
1.4,94.1,0.003,107.932,54,0,-0.05,0.47,293.5,-704.3,20.8,1,1,11804,13.3,6,254,93.6,0,32.179,13050,100
1.45,97.6,0.003,107.932,54,0,-0.05,0.42,295.5,-707.2,20.9,1,1,11857,13.3,6,254.8,93.6,0,32.179,13050,100
1.5,101.1,0,107.932,54,0,0.06,0.5,297.5,-710.2,21,1,1,11884,13.3,6,255.6,93.6,0,32.179,13050,100
1.55,104.7,0,107.932,54,0,0.18,0.32,299.4,-713.1,21,1,1,11930,13.3,6,256.3,93.6,0,32.179,13050,100
1.6,108.3,0.003,107.932,54,0,0.29,0.43,301.5,-716.1,21.1,1,1,11926,13.3,6,257,93.6,0,32.179,13050,100
1.65,111.9,0.003,107.932,54,0,0.37,0.34,303.5,-719.1,21.2,1,1,11976,13.29,6,257.8,93.6,0,32.179,13050,100
1.7,115.4,0.003,107.932,54,0,0.35,0.47,305.4,-721.9,21.2,1,1,12018,13.29,6,258.4,93.6,0,32.179,13050,100
1.75,119,0.003,107.932,54,0,0.31,0.46,307.5,-725,21.3,1,1,12030,13.29,6,259.2,93.6,0,32.179,13050,100
1.8,122.7,0,107.932,54,0,0.14,0.41,309.6,-728,21.4,1,1,12065,13.29,6,259.9,93.6,0,32.179,13050,100
1.85,126.3,0,107.932,54,0,0.06,0.27,311.6,-730.9,21.4,1,1,12110,13.29,6,260.5,93.6,0,32.179,13050,100
1.9,129.9,0,107.932,54,0,-0.01,0.43,313.7,-733.9,21.5,1,1,12133,13.29,6,261.2,93.6,0,32.179,13050,100
1.95,133.5,0,107.932,54,0,-0.02,0.37,315.8,-736.9,21.6,1,1,12156,13.28,6,261.9,93.6,0,32.179,13050,100
2,137.2,0.003,107.932,54,0,-0.03,0.35,317.8,-739.8,21.6,1,1,12188,13.28,6,262.5,93.6,0,32.179,13050,100
2.05,140.8,0.003,107.932,54,0,0.01,0.37,319.9,-742.9,21.7,1,1,12215,13.28,6,263.2,93.6,0,32.179,13050,100
2.1,144.5,0.003,107.932,54,0,0.12,0.26,322,-746,21.8,1,1,12248,13.28,6,263.8,93.6,0,32.179,13050,100
2.15,148.2,0.003,107.932,54,0,0.14,0.39,324,-748.9,21.9,1,1,12273,13.28,6,264.4,93.6,0,32.179,13050,100
2.2,151.9,0.003,107.932,54,0,0.05,0.31,326.1,-751.9,22,1,1,12309,13.27,6,265,93.6,0,32.179,13050,100
2.25,155.5,0.003,107.932,54,0,-0.01,0.35,328.3,-755,22,1,1,12320,13.27,6,265.7,93.6,0,32.179,13050,100
2.3,159.2,0.003,107.932,54,0,-0.04,0.37,330.3,-757.9,22.1,1,1,11028,13.27,7,266.5,93.6,0,32.179,13050,100
2.35,163,0.003,107.932,54,0,0,0.33,332.4,-761.1,22.2,1,1,11084,13.27,7,267.1,93.6,0,32.179,13050,100
2.4,166.7,0.003,107.932,54,0,0.06,0.39,334.6,-764.2,22.2,1,1,11088,13.27,7,267.8,93.6,0,32.179,13050,100
2.45,170.4,0,107.932,54,0,0.07,0.36,336.6,-767.1,22.3,1,1,11109,13.27,7,268.4,93.6,0,32.179,13050,100
2.5,174.1,0,107.932,54,0,-0.02,0.34,338.8,-770.2,22.4,1,1,11140,13.26,7,269,93.6,0,32.179,13050,100
2.55,177.9,0,107.932,54,0,-0.12,0.36,341,-773.4,22.5,1,1,11173,13.26,7,269.6,93.6,0,32.179,13050,100
2.6,181.6,0,107.932,54,0,-0.01,0.36,343,-776.3,22.5,1,1,11188,13.26,7,270.2,93.6,0,32.179,13050,100
2.65,185.4,0,107.932,54,0,0.09,0.33,345.2,-779.5,22.6,1,1,11207,13.26,7,270.8,93.6,0,32.179,13050,100
2.7,189.2,0,107.932,54,0,-0.01,0.34,347.4,-782.6,22.7,1,1,11228,13.26,7,271.5,93.6,0,32.179,13050,100
2.75,192.9,0.003,107.932,54,0,-0.15,0.31,349.5,-785.6,22.8,1,1,11282,13.26,7,272,93.6,0,32.179,13050,100
2.8,196.7,0.003,107.932,54,0,-0.23,0.34,351.7,-788.8,22.9,1,1,11280,13.25,7,272.6,93.6,0,32.179,13050,100
2.85,200.5,0.003,107.932,54,0,-0.06,0.33,353.9,-792,22.9,1,1,11290,13.25,7,273.2,93.6,0,32.179,13050,100
2.9,204.3,0.003,107.932,54,0,0.03,0.32,355.9,-795,23,1,1,11329,13.25,7,273.8,93.6,0,32.179,13050,100
2.95,208.1,0,107.932,54,0,-0.06,0.34,358.1,-798.2,23.1,1,1,11360,13.25,7,274.3,93.6,0,32.179,13050,100
3,212,0,107.932,54,0,-0.17,0.3,360.3,-801.4,23.2,1,1,11368,13.25,7,274.9,93.6,0,32.179,13050,100
3.05,215.8,0.003,107.932,54,0,-0.22,0.36,362.4,-804.4,23.2,1,1,11384,13.25,7,275.4,93.6,0.6,32.179,13050,100
3.1,219.6,0.003,107.932,54,0,-0.11,0.35,364.6,-807.6,23.3,1,1,11440,13.24,7,276.1,93.6,2.7,32.179,13050,100
3.15,223.5,0.003,107.932,54,0,0,0.43,366.8,-810.9,23.4,1,1,11478,13.24,7,276.8,93.5,5.5,32.179,13050,100
3.2,227.3,0,107.932,54,0,0.02,0.41,368.9,-813.9,23.5,1,1,11480,13.24,7,277.5,93.5,8.9,32.179,13050,100
3.25,231.2,0,107.932,54,0,-0.04,0.4,371.1,-817.2,23.6,1,1,11526,13.24,7,278.2,93.4,12.2,32.179,13050,100
3.3,235.1,0,107.932,54,0,-0.02,0.4,373.4,-820.4,23.6,1,1,11557,13.24,7,278.9,93.4,15.9,32.179,13050,100
3.35,238.9,0,107.932,54,0,-0.01,0.33,375.5,-823.5,23.7,1,1,11594,13.24,7,279.6,93.3,19.5,32.179,13050,100
3.4,242.8,0,107.932,54,0,0.06,0.45,377.7,-826.8,23.8,1,1,11594,13.23,7,280.3,93.2,23.2,32.179,13050,100
3.45,246.7,0,107.932,54,0,0.08,0.4,380,-830,23.9,1,1,11603,13.23,7,281,93.2,26.6,32.179,13050,100
3.5,250.6,-0.003,107.932,54,0,-0.02,0.3,382.1,-833.1,24,1,1,11675,13.23,7,281.6,93.1,30.2,32.179,13050,100
3.55,254.6,0,107.932,54,0,-0.14,0.44,384.3,-836.4,24.1,1,1,11684,13.23,7,282.3,93.1,33.8,32.179,13050,100
3.6,258.5,0,107.932,54,0,-0.22,0.33,386.6,-839.7,24.2,1,1,11705,13.23,7,282.9,93,37.2,32.179,13050,100
3.65,262.4,0,107.932,54,11.3,-0.32,-0.22,388.7,-842.9,24.3,0,1,11651,13.22,7,283.3,93,40.7,32.179,13050,74
3.7,266.3,0,107.932,54,51,-0.48,-1.86,391,-846.2,24.4,0,1,11670,13.22,0,281.4,93,43.2,32.179,13050,60
3.75,270.2,-0.003,107.932,54,92.4,-0.41,-3.5,393.2,-849.4,24.5,0,1,12412,13.22,6,276.4,93.2,44,32.179,13050,3.5
3.8,273.9,-0.003,107.932,54,100,-0.33,-4.21,395.2,-852.5,24.6,0,1,11975,13.22,6,269.4,93.7,44.8,32.179,13050,0
3.85,277.5,-0.003,107.932,54,100,-0.42,-4.45,397.3,-855.6,24.8,0,1,11564,13.22,6,261.6,94.1,45.1,32.179,13050,0
3.9,281.1,-0.003,107.932,54,100,-0.48,-4.51,399.3,-858.6,24.9,0,1,11311,13.22,0,253.4,94.6,45.2,32.179,13050,0
3.95,284.5,0,107.932,54,100,-0.3,-3.99,401.1,-861.4,25,0,1,12865,13.22,5,246.1,94.8,45.2,32.179,13050,8
4,287.8,0,107.932,54,100,-0.05,-4.35,403,-864.2,25.1,0,1,12335,13.22,5,238.4,95.3,45.2,32.179,13050,0
4.05,291,0.003,107.932,54,99,-0.01,-4.32,404.8,-867,25.3,0,1,11873,13.22,5,230.5,95.7,45.2,32.179,13050,0
4.1,294.1,0.003,107.932,54,91.1,0.02,-4.09,406.4,-869.5,25.4,0,1,11595,13.22,5,223.2,96.1,45.2,32.179,13050,0
4.15,297.1,0.006,107.932,54,82.7,0.03,-3.58,408.1,-872.1,25.5,0,1,12036,13.22,0,216.2,96.3,45.2,32.179,13050,100
4.2,300,0.006,107.932,54,76.4,-0.01,-3.56,409.8,-874.6,25.7,0,1,12742,13.22,4,209.5,96.6,45.2,32.179,13050,0
4.25,302.8,0.009,107.932,54,68.8,-0.08,-3.47,411.3,-876.9,25.8,0,1,12500,13.22,4,203.6,97,45.2,32.179,13050,0
4.3,305.6,0.009,107.932,54,60.7,-0.19,-2.88,412.8,-879.3,25.9,0,1,12178,13.22,4,198.1,97.2,45.2,32.179,13050,0
4.35,308.3,0.009,107.932,54,58.7,-0.2,-2.9,414.3,-881.6,26,0,1,11891,13.22,4,193,97.5,45.2,32.179,13050,0
4.4,310.9,0.012,107.932,54,57.5,-0.13,-2.73,415.7,-883.7,26.2,0,1,11589,13.22,4,188.4,97.7,45.2,32.179,13050,0
4.45,313.4,0.012,107.932,54,57,-0.07,-2.54,417.1,-886,26.3,0,1,11285,13.22,4,183.6,97.9,45.2,32.179,13050,0
4.5,315.9,0.012,107.932,54,56.7,-0.12,-2.57,418.5,-888.1,26.4,0,1,11009,13.22,4,178.8,98.1,45.2,32.179,13050,0
4.55,318.3,0.012,107.932,54,56.2,-0.12,-2.65,419.8,-890.1,26.5,0,1,10756,13.22,4,174.3,98.3,45.2,32.179,13050,0
4.6,320.7,0.012,107.932,54,56,0,-2.21,421.1,-892.1,26.6,0,1,12198,13.22,3,169.7,98.4,45.2,32.179,13050,44
4.65,323,0.006,107.932,54,56.5,-0.19,-2.51,422.4,-894.1,26.7,0,1,11664,13.22,3,165.5,98.6,45.2,32.179,13050,0
4.7,325.2,0.006,107.932,54,57.9,-0.13,-2.52,423.5,-895.9,26.8,0,1,11338,13.22,3,161,98.8,45.2,32.179,13050,0
4.75,327.4,0.006,107.932,54,60.9,-0.26,-2.88,424.7,-897.8,26.9,0,1,10898,13.22,3,156.3,99,45.2,32.179,13050,0
4.8,329.5,0,107.932,54,62,-0.34,-2.9,425.9,-899.7,27,0,1,10475,13.22,3,151.5,99.2,45.2,32.179,13050,0
4.85,331.5,0,107.932,54,61.5,-0.36,-2.49,427,-901.3,27.1,0,1,10214,13.22,3,146.6,99.4,45.2,32.179,13050,0
4.9,333.5,0,107.932,54,61.2,-0.42,-2.87,428,-903.1,27.2,0,1,9876,13.22,3,141.7,99.6,45.2,32.179,13050,0
4.95,335.4,0,107.932,54,60.7,-0.41,-2.54,429.1,-904.7,27.3,0,1,11065,13.22,2,137.2,99.7,45.2,32.179,13050,80
5,337.3,-0.006,107.932,54,53.4,-0.35,-2.54,430,-906.3,27.4,0,1,10956,13.22,2,132.7,99.8,45.2,32.179,13050,0
5.05,339,-0.006,107.932,54,40.5,-0.29,-2.41,430.9,-907.9,27.4,0,1,10695,13.22,2,128.6,100,45.2,32.179,13050,2.7
5.1,340.8,-0.006,107.932,54,32.8,-0.39,-1.35,431.9,-909.4,27.5,0,1,10579,13.22,2,125.3,100,45.3,32.179,13050,7.2
5.15,342.5,-0.006,107.932,54,29,-0.47,-1.38,432.7,-910.8,27.6,0,1,10425,13.21,2,122.9,100,45.4,32.179,13050,13.8
5.2,344.2,-0.015,107.932,54,28.2,-0.47,-1.18,433.5,-912.3,27.7,0,0,10200,13.21,2,120.8,100,45.6,32.179,13050,8
5.25,345.8,-0.015,107.932,54,28.9,-0.55,-1.33,434.4,-913.8,27.7,0,0,10015,13.21,2,118.4,100,45.8,32.179,13050,4.9
5.3,347.4,-0.015,107.932,54,28.9,-0.65,-1.35,435.1,-915.1,27.8,0,0,9784,13.21,2,116.2,100,45.9,32.179,13050,3.7
5.35,349,-0.015,107.932,54,27.9,-0.79,-1.35,435.9,-916.6,27.8,0,0,9609,13.21,2,113.7,100,45.9,32.179,13050,3.3
5.4,350.6,-0.024,107.932,54,27.1,-0.97,-1.34,436.7,-918,27.9,0,0,9373,13.21,2,111.3,100,46,32.179,13050,3.3
5.45,352.1,-0.024,107.932,54,27.4,-1.13,-1.31,437.3,-919.3,27.9,0,0,9232,13.21,2,109,100,46,32.179,13050,3.4
5.5,353.6,-0.024,107.932,54,27,-1.13,-1.3,438,-920.6,28,0,0,8985,13.21,2,106.8,100,46,32.179,13050,3.4
5.55,355,-0.024,107.932,54,27.1,-1.45,-1.14,438.6,-922,28,0,0,8857,13.21,2,104.5,100,46.1,32.179,13050,3.4
5.6,356.4,-0.024,107.932,54,26.6,-1.4,-1.13,439.2,-923.3,28.1,0,0,8654,13.21,2,102.5,100,46.1,32.179,13050,3.4
5.65,357.8,-0.036,107.932,54,26.2,-1.82,-1.21,439.7,-924.6,28.1,0,0,8498,13.21,2,100.3,100,46.1,32.179,13050,3
5.7,359.2,-0.036,107.932,54,26.2,-1.5,-1.03,440.2,-925.9,28.1,0,0,8306,13.21,2,98.4,100,46.1,32.179,13050,3.1
5.75,360.5,-0.036,107.932,54,25.2,-1.65,-1.32,440.6,-927.1,28.1,0,0,8174,13.21,2,96.7,100,46.1,32.179,13050,3.3
5.8,361.8,-0.036,107.932,54,15,-1.72,-0.84,441,-928.4,28.2,0,0,8052,13.21,2,94.5,100,46.1,32.179,13050,3.3
5.85,363.1,-0.036,107.932,54,11.3,-1.56,-0.84,441.3,-929.7,28.2,0,0,7942,13.21,2,93.4,100,46.1,32.179,13050,3.3
5.9,364.4,-0.048,107.932,54,10.5,-2.39,-0.65,441.6,-930.9,28.2,0,0,7851,13.21,2,91.8,100,46.1,32.179,13050,3.3
5.95,365.7,-0.048,107.932,54,10.9,-1.59,-0.47,441.9,-932.2,28.2,0,0,7756,13.21,2,90.9,100,46.1,32.179,13050,3.1
6,366.9,-0.048,107.932,54,17.6,-2.05,-1.03,442,-933.5,28.2,0,0,7645,13.21,2,89.8,100,46.1,32.179,13050,3.6
6.05,368.2,-0.048,107.932,54,15.9,-1.95,-0.74,442.2,-934.6,28.2,0,0,7517,13.21,2,88.2,100,46.1,32.179,13050,4.4
6.1,369.4,-0.048,107.932,54,16.5,-1.65,-0.69,442.3,-935.9,28.2,0,0,7417,13.21,2,87.1,100,46.1,32.179,13050,7.3
6.15,370.6,-0.054,107.932,54,16,-1.8,-0.68,442.3,-937.1,28.2,0,0,7326,13.21,2,85.9,100,46.1,32.179,13050,7.8
6.2,371.7,-0.054,107.932,54,15.1,-1.64,-0.81,442.3,-938.2,28.2,0,0,7210,13.21,2,84.6,100,46.1,32.179,13050,7.3
6.25,372.9,-0.054,107.932,54,11.1,-1.75,-0.56,442.3,-939.4,28.2,0,0,7125,13.21,2,83.3,100,46.1,32.179,13050,5.8
6.3,374,-0.054,107.932,54,6.2,-1.74,-0.66,442.2,-940.6,28.2,0,0,7047,13.21,2,82.2,100,46.1,32.179,13050,5
6.35,375.2,-0.054,107.932,54,5.4,-1.66,-0.62,442.1,-941.7,28.2,0,0,6969,13.21,2,81.3,100,46.1,32.179,13050,5.2
6.4,376.3,-0.033,107.932,54,0.7,-1.86,-0.6,441.9,-942.8,28.1,0,0,6885,13.21,2,80.3,100,46.1,32.179,13050,3.1
6.45,377.4,-0.033,107.932,54,0.2,-2.05,-0.68,441.7,-943.9,28.1,0,0,6784,13.21,2,79.1,100,46.1,32.179,13050,0
6.5,378.5,-0.033,107.932,54,0,-1.85,-0.38,441.5,-944.9,28.1,0,0,6717,13.21,2,78.4,100,46.1,32.179,13050,3
6.55,379.5,-0.033,107.932,54,0,-2.27,-0.54,441.2,-946,28,0,0,6659,13.21,2,77.8,100,46.1,32.179,13050,3.3
6.6,380.6,-0.033,107.932,54,0,-1.95,-0.41,440.9,-947,28,0,0,6598,13.21,2,77.1,100,46.1,32.179,13050,3.1
6.65,381.7,-0.033,107.932,54,0,-1.83,-0.44,440.5,-948,28,0,0,6546,13.21,2,76.5,100,46.1,32.179,13050,2.8
6.7,382.7,-0.033,107.932,54,0,-1.95,-0.4,440.1,-949,27.9,0,0,6498,13.21,2,75.8,100,46.1,32.179,13050,2.1
6.75,383.8,0.015,107.932,54,0,-1.82,-0.25,439.6,-949.9,27.9,0,0,6483,13.21,2,75.3,100,46.1,32.179,13050,13.1
6.8,384.8,0.015,107.932,54,0,-1.89,-0.21,439.1,-950.8,27.9,0,0,6485,13.21,2,74.9,100,46.1,32.179,13050,20.9
6.85,385.9,0.015,107.932,54,0,-2.13,-0.2,438.6,-951.7,27.8,0,0,6463,13.21,2,74.7,100,46.1,32.179,13050,30.1
6.9,386.9,0.015,107.932,54,0,-2.57,-0.32,438,-952.6,27.8,0,0,6467,13.21,2,74.5,100,46.1,32.179,13050,37.2
6.95,387.9,0.015,107.932,54,0,-2.16,-0.13,437.4,-953.4,27.7,0,0,6501,13.21,2,74.3,100,46.1,32.179,13050,41.7
7,389,0.015,107.932,54,0,-2.65,-0.07,436.7,-954.2,27.7,0,0,6490,13.21,2,74.5,100,46.1,32.179,13050,49.3
7.05,390,0.015,107.932,54,0,-2.33,-0.28,436,-955,27.7,0,0,6559,13.21,2,74.4,100,46.1,32.179,13050,49.9
7.1,391,0.078,107.932,54,0,-2.34,0,435.2,-955.6,27.7,0,0,6520,13.21,2,74.8,100,46.1,32.179,13050,50.6
7.15,392.1,0.078,107.932,54,0,-2.67,0.11,434.4,-956.3,27.6,0,0,6518,13.21,2,75,100,46.1,32.179,13050,50.1
7.2,393.1,0.078,107.932,54,0,-2.16,-0.01,433.6,-956.9,27.6,0,0,6613,13.21,2,75.2,100,46.1,32.179,13050,56.9
7.25,394.2,0.078,107.932,54,0,-2.15,0.24,432.7,-957.5,27.6,0,0,6625,13.21,2,75.7,100,46.1,32.179,13050,53.7
7.3,395.2,0.078,107.932,54,0,-2.21,-0.07,431.8,-958,27.6,0,0,6797,13.21,2,75.9,100,46.1,32.179,13050,52.2
7.35,396.3,0.078,107.932,54,0,-2.36,0.08,430.8,-958.5,27.7,0,0,6674,13.21,2,76.6,100,46.1,32.179,13050,54.5
7.4,397.4,0.129,107.932,54,0,-1.75,0.41,429.9,-958.9,27.7,0,0,6758,13.21,2,77,100,46.1,32.179,13050,54.5
7.45,398.4,0.129,107.932,54,0,-1.59,0.2,428.9,-959.3,27.7,0,0,6830,13.21,2,77.6,100,46.1,32.179,13050,54.4
7.5,399.5,0.129,107.932,54,0,-1.78,0.32,427.8,-959.7,27.7,0,0,6791,13.21,2,78.3,100,46.1,32.179,13050,54.5
7.55,400.6,0.129,107.932,54,0,-1.69,0.14,426.8,-960,27.6,0,0,6879,13.21,2,78.8,100,46.1,32.179,13050,55.2
7.6,401.7,0.129,107.932,54,0,-1.27,0.42,425.7,-960.3,27.6,0,0,7026,13.21,2,79.4,100,46.1,32.179,13050,60.8
7.65,402.8,0.129,107.932,54,0,-1.58,0.41,424.6,-960.6,27.6,0,0,7147,13.21,2,80.1,100,46.1,32.179,13050,61.5
7.7,404,0.129,107.932,54,0,-1.74,0.51,423.6,-960.8,27.6,0,0,7116,13.21,2,81,100,46.1,32.179,13050,64.2
7.75,405.1,0.156,107.932,54,0,-1.35,0.63,422.5,-961,27.6,0,0,7210,13.21,2,82,100,46.1,32.179,13050,66.9
7.8,406.2,0.156,107.932,54,0,-1.08,0.54,421.3,-961.1,27.5,0,0,7339,13.21,2,83,100,46.1,32.179,13050,68.4
7.85,407.4,0.156,107.932,54,0,-1.48,0.86,420.2,-961.3,27.5,0,0,7401,13.21,2,84.1,100,46.1,32.179,13050,69.4
7.9,408.6,0.156,107.932,54,0,-1.24,0.6,419,-961.4,27.5,0,0,7509,13.21,2,85.4,100,46.1,32.179,13050,72.4
7.95,409.8,0.156,107.932,54,0,-0.9,0.55,417.8,-961.5,27.4,0,0,7749,13.2,2,86.5,100,46.1,32.179,13050,72
8,411,0.156,107.932,54,0,-1.21,1.03,416.6,-961.5,27.4,0,0,7814,13.2,2,87.8,100,46.1,32.179,13050,72.1
8.05,412.3,0.165,107.932,54,0,-1.28,0.7,415.4,-961.5,27.3,0,0,7866,13.2,2,89.4,100,46.1,32.179,13050,72.3
8.1,413.5,0.165,107.932,54,0,-1.2,0.77,414.1,-961.5,27.3,0,0,7976,13.2,2,90.9,100,46.1,32.179,13050,72.9
8.15,414.8,0.165,107.932,54,0,-1.14,0.76,412.9,-961.5,27.3,0,0,8205,13.2,2,92.1,100,46.1,32.179,13050,73.8
8.2,416.1,0.165,107.932,54,0,-1.27,0.97,411.5,-961.4,27.2,0,0,8358,13.2,2,93.7,100,46.1,32.179,13050,74.4
8.25,417.4,0.165,107.932,54,0,-1.26,0.74,410.2,-961.4,27.2,0,0,8514,13.2,2,95.3,100,46.1,32.179,13050,74.3
8.3,418.8,0.159,107.932,54,0,-1.3,1.03,408.9,-961.2,27.1,0,0,8628,13.2,2,96.9,100,46.1,32.179,13050,74
8.35,420.1,0.159,107.932,54,0,-1.17,0.83,407.6,-961.1,27.1,0,0,8831,13.2,2,98.6,100,46.1,32.179,13050,75
8.4,421.5,0.159,107.932,54,0,-1.21,0.98,406.2,-960.9,27,0,0,8978,13.2,2,100.4,100,46.1,32.179,13050,75.8
8.45,423,0.159,107.932,54,0,-1.1,0.8,404.8,-960.7,26.9,0,0,9137,13.2,2,102.1,100,46.1,32.179,13050,75.6
8.5,424.4,0.159,107.932,54,0,-1.11,1.1,403.4,-960.4,26.9,0,0,9372,13.2,2,103.8,100,46.3,32.179,13050,76.7
8.55,425.9,0.147,107.932,54,0,-1.14,0.96,401.9,-960.1,26.8,0,0,9590,13.2,2,105.7,100,46.5,32.179,13050,78.1
8.6,427.4,0.147,107.932,54,0,-1.12,1.3,400.5,-959.8,26.7,0,0,9775,13.19,2,107.5,100,46.8,32.179,13050,78.8
8.65,428.9,0.147,107.932,54,0,-1.25,1.17,399,-959.5,26.6,0,0,9835,13.19,2,109.8,100,47.3,32.179,13050,79.1
8.7,430.4,0.147,107.932,54,0,-1.02,1.16,397.5,-959.1,26.6,0,0,10131,13.19,2,111.7,100,47.9,32.179,13050,79.8
8.75,432,0.147,107.932,54,0,-1.13,1.21,396.1,-958.7,26.5,0,0,10314,13.19,2,113.7,100,48.7,32.179,13050,79.9
8.8,433.6,0.135,107.932,54,0,-1.08,1.14,394.5,-958.2,26.4,0,0,10464,13.19,2,115.9,100,49.6,32.179,13050,79.7
8.85,435.3,0.135,107.932,54,0,-1.16,1.29,392.9,-957.7,26.3,0,0,10663,13.19,2,118,100,50.8,32.179,13050,80.3
8.9,436.9,0.135,107.932,54,0,-1.12,1.12,391.4,-957.2,26.2,0,0,10796,13.19,2,120.2,100,52.1,32.179,13050,80.9
8.95,438.6,0.135,107.932,54,0,-1,1.2,389.8,-956.7,26.1,0,0,10991,13.19,2,122.4,100,53.5,32.179,13050,82.6
9,440.4,0.129,107.932,54,0,-0.92,1.34,388.2,-956.1,26,0,0,11180,13.19,2,124.6,99.9,55.1,32.179,13050,84.1
9.05,442.1,0.129,107.932,54,0,-0.77,1.32,386.6,-955.5,25.9,0,0,11349,13.18,2,126.8,99.9,56.9,32.179,13050,84.9
9.1,443.9,0.129,107.932,54,0,-0.58,1.34,384.9,-954.8,25.8,0,0,11517,13.18,2,129.1,99.9,58.8,32.179,13050,85.5
9.15,445.7,0.129,107.932,54,0,-0.38,1.16,383.2,-954.1,25.7,0,0,11654,13.18,2,131.6,99.9,60.7,32.179,13050,86.5
