Time,Distance,Best Lap Delta,Best Lap Time,Brake Bias,Brake Pos,CG Accel Lateral,CG Accel Longitudinal,Car Coord X,Car Coord Y,Car Coord Z,DRS Active,DRS Available,Engine RPM,Fuel Level,Gear,Ground Speed,KERS Charge,KERS Deployed Energy,Last Sector Time,Max RPM,Throttle Pos
s,m,s,s,%,%,G,G,m,m,m,,,rpm,l,,km/h,%,kJ,s,rpm,%
29.1,2023.6,0.006,107.932,54,0,0.06,0.02,-512.1,276,52.3,1,1,11003,12.52,8,314.7,85,987.5,32.179,13050,100
29.15,2028,0.006,107.932,54,0,0.05,0.02,-513.4,280,52.5,1,1,11009,12.52,8,314.7,85,987.5,32.179,13050,100
29.2,2032.4,0.006,107.932,54,0,-0.04,0,-514.7,284.3,52.7,1,1,11006,12.51,8,314.7,85,987.5,32.179,13050,100
29.25,2036.7,0.006,107.932,54,0,-0.05,0,-516.1,288.5,52.9,1,1,11006,12.51,8,314.8,85,987.5,32.179,13050,100
29.3,2041.1,0.006,107.932,54,0,0.05,0.03,-517.4,292.5,53.1,1,1,11010,12.51,8,314.8,85,987.5,32.179,13050,100
29.35,2045.5,0.006,107.932,54,0,0.06,0.01,-518.7,296.7,53.3,1,1,11010,12.51,8,314.8,85,987.5,32.179,13050,100
29.4,2049.9,0.006,107.932,54,0,0.04,0,-520.1,301,53.5,1,1,11015,12.51,8,314.9,85,987.5,32.179,13050,100
29.45,2054.2,0.006,107.932,54,0,0.02,0,-521.4,305,53.7,1,1,11017,12.51,8,314.9,85,987.5,32.179,13050,100
29.5,2058.6,0.006,107.932,54,0,0.15,0.02,-522.7,309.2,53.9,1,1,11016,12.5,8,314.9,85,987.5,32.179,13050,100
29.55,2063,0.006,107.932,54,0,0.25,0.02,-524,313.2,54.1,1,1,11009,12.5,8,315,85,987.5,32.179,13050,100
29.6,2067.3,0.006,107.932,54,0,0.23,0.01,-525.4,317.4,54.3,1,1,11025,12.5,8,315,85,987.5,32.179,13050,100
29.65,2071.7,0.006,107.932,54,0,0.17,0.02,-526.8,321.7,54.5,1,1,11016,12.5,8,315,85,987.5,32.179,13050,100
29.7,2076.1,0.006,107.932,54,0,0.02,0.01,-528.1,325.7,54.7,1,1,11020,12.5,8,315,85,987.5,32.179,13050,100
29.75,2080.5,0.006,107.932,54,0,0.02,0.01,-529.5,329.9,54.9,1,1,11020,12.5,8,315.1,85,987.5,32.179,13050,100
29.8,2084.8,0.006,107.932,54,0,0.06,0.01,-530.9,334.1,55.1,1,1,11011,12.49,8,315.1,85,987.5,32.179,13050,100
29.85,2089.2,0.003,107.932,54,0,0.15,0.01,-532.2,338.1,55.3,1,1,11018,12.49,8,315.1,85,987.5,32.179,13050,100
29.9,2093.6,0.003,107.932,54,0,0.2,0.02,-533.6,342.4,55.5,1,1,11021,12.49,8,315.1,85,987.5,32.179,13050,100
29.95,2098,0.006,107.932,54,0,0.18,0.04,-535,346.6,55.7,1,1,11021,12.49,8,315.2,85,987.5,32.179,13050,100
30,2102.4,0.003,107.932,54,0,0.14,0.02,-536.4,350.8,55.9,1,1,11029,12.49,8,315.2,85,987.5,32.179,13050,100
30.05,2106.7,0.003,107.932,54,0,0.11,0.01,-537.7,354.8,56,1,1,11026,12.49,8,315.2,85,987.5,32.179,13050,100
30.1,2111.1,0.006,107.932,54,0,0.1,0.03,-539.1,359,56.2,1,1,11020,12.48,8,315.2,85,987.5,32.179,13050,100
30.15,2115.5,0.003,107.932,54,0,0.08,0.01,-540.5,363.3,56.4,1,1,11023,12.48,8,315.3,85,987.5,32.179,13050,100
30.2,2119.9,0.003,107.932,54,0,0.07,0,-541.9,367.3,56.6,1,1,11024,12.48,8,315.3,85,987.5,32.179,13050,100
30.25,2124.3,0.006,107.932,54,0,0.09,0.01,-543.3,371.5,56.8,1,1,11026,12.48,8,315.3,85,987.5,32.179,13050,100
30.3,2128.6,0.006,107.932,54,0,0.09,0,-544.7,375.7,57,1,1,11029,12.48,8,315.3,85,987.5,32.179,13050,100
30.35,2133,0.006,107.932,54,0,0.12,0.02,-546,379.7,57.2,1,1,11023,12.48,8,315.4,85,987.5,32.179,13050,100
30.4,2137.4,0.006,107.932,54,0,0.09,0,-547.5,383.9,57.4,1,1,11031,12.47,8,315.4,85,987.5,32.179,13050,100
30.45,2141.8,0.006,107.932,54,0,0.03,0.03,-548.9,388.2,57.6,1,1,11029,12.47,8,315.4,85,987.5,32.179,13050,100
30.5,2146.2,0.006,107.932,54,0,-0.01,0.01,-550.2,392.1,57.8,1,1,11035,12.47,8,315.4,85,987.5,32.179,13050,100
30.55,2150.5,0.003,107.932,54,0,0.02,-0.01,-551.7,396.4,58,1,1,11035,12.47,8,315.5,85,987.5,32.179,13050,100
30.6,2154.9,0.003,107.932,54,0,0.09,0.01,-553.1,400.6,58.2,1,1,11029,12.47,8,315.5,85,987.5,32.179,13050,100
30.65,2159.3,0.006,107.932,54,0,0.15,0,-554.4,404.6,58.4,1,1,11032,12.47,8,315.5,85,987.5,32.179,13050,100
30.7,2163.7,0.006,107.932,54,0,0.05,0.02,-555.9,408.8,58.6,1,1,11035,12.46,8,315.5,85,987.5,32.179,13050,100
30.75,2168.1,0.003,107.932,54,0,-0.05,0.01,-557.3,413,58.8,1,1,11032,12.46,8,315.5,85,987.5,32.179,13050,100
30.8,2172.4,0.006,107.932,54,0,-0.04,0.01,-558.6,417,59,1,1,11036,12.46,8,315.6,85,987.5,32.179,13050,100
30.85,2176.8,0.006,107.932,54,0,0.04,0.01,-560.1,421.3,59.2,1,1,11038,12.46,8,315.6,85,987.5,32.179,13050,100
30.9,2181.2,0.006,107.932,54,0,0.17,0.02,-561.5,425.5,59.4,1,1,11035,12.46,8,315.6,85,987.5,32.179,13050,100
30.95,2185.6,0.003,107.932,54,0,0.07,0,-562.8,429.5,59.6,1,1,11039,12.46,8,315.6,85,987.5,32.179,13050,100
31,2190,0.003,107.932,54,0,-0.1,0.01,-564.3,433.7,59.8,1,1,11038,12.45,8,315.6,85,987.5,32.179,13050,100
31.05,2194.4,0.006,107.932,54,0,-0.18,0.02,-565.7,437.9,60.1,1,1,11042,12.45,8,315.6,85,987.5,32.179,13050,100
31.1,2198.7,0.003,107.932,54,0,-0.09,0.02,-567.1,441.9,60.2,1,1,11036,12.45,8,315.7,85,987.5,32.179,13050,100
31.15,2203.1,0.003,107.932,54,0,0.08,0.01,-568.5,446.1,60.5,1,1,11039,12.45,8,315.7,85,987.5,32.179,13050,100
31.2,2207.5,0.006,107.932,54,0,0.14,0,-569.9,450.4,60.7,1,1,11038,12.45,8,315.7,85,987.5,32.179,13050,100
31.25,2211.9,0.006,107.932,54,0,0.03,0.01,-571.3,454.3,60.9,1,1,11042,12.45,8,315.7,85,987.5,32.179,13050,100
31.3,2216.3,0.006,107.932,54,0,-0.06,0.01,-572.7,458.6,61.1,1,1,11043,12.44,8,315.7,85,987.5,32.179,13050,100
31.35,2220.7,0.003,107.932,54,0,0.01,0.03,-574.1,462.8,61.3,1,1,11037,12.44,8,315.8,85,987.5,32.179,13050,100
31.4,2225.1,0.003,107.932,54,0,0.1,0,-575.5,466.8,61.5,1,1,11048,12.44,8,315.8,85,987.5,32.179,13050,100
31.45,2229.4,0.006,107.932,54,0,0.16,0,-576.9,471,61.7,1,1,11045,12.44,8,315.8,85,987.5,32.179,13050,100
31.5,2233.8,0.003,107.932,54,0,0.15,0.01,-578.3,475,61.9,1,1,11040,12.44,8,315.8,85,987.5,32.179,13050,100
31.55,2238.2,0.003,107.932,54,0,0.1,0.02,-579.7,479.2,62.1,1,1,11044,12.44,8,315.8,85,987.5,32.179,13050,100
31.6,2242.6,0.003,107.932,54,0,0.06,0.01,-581.2,483.5,62.3,1,1,11042,12.43,8,315.8,85,987.5,32.179,13050,100
31.65,2247,0.003,107.932,54,0,0.05,0,-582.6,487.7,62.5,1,1,11047,12.43,8,315.8,85,987.5,32.179,13050,100
31.7,2251.4,0.006,107.932,54,0,0.05,0,-584,491.7,62.7,1,1,11043,12.43,8,315.9,85,987.5,32.179,13050,100
31.75,2255.8,0.003,107.932,54,0,0.07,0.01,-585.4,495.9,62.9,1,1,11044,12.43,8,315.9,85,987.5,32.179,13050,100
31.8,2260.2,0.003,107.932,54,0,0.09,-0.01,-586.9,500.1,63.2,1,1,11052,12.43,8,315.9,85,987.5,31.789,13050,100
31.85,2264.5,0.006,107.932,54,0,0.1,0.01,-588.3,504.1,63.4,1,1,11049,12.43,8,315.9,85,987.6,31.789,13050,100
31.9,2268.9,0.006,107.932,54,0,0,0.05,-589.7,508.3,63.6,1,1,11050,12.42,8,316,85,988.2,31.789,13050,100
31.95,2273.3,0.006,107.932,54,0,-0.18,0.05,-591.2,512.6,63.8,1,1,11062,12.42,8,316,85,989.8,31.789,13050,100
32,2277.7,0.003,107.932,54,0,-0.16,0.06,-592.5,516.5,64,1,1,11057,12.42,8,316.2,85,992,31.789,13050,100
32.05,2282.1,0.003,107.932,54,0,-0.02,0.07,-594,520.8,64.2,1,1,11077,12.42,8,316.3,85,994.2,31.789,13050,100
32.1,2286.5,0.006,107.932,54,0,-0.14,0.08,-595.4,525,64.4,1,1,11072,12.42,8,316.4,84.9,996.6,31.789,13050,100
32.15,2290.9,0.006,107.932,54,0,-0.22,0.08,-596.8,529,64.6,1,1,11077,12.42,8,316.6,84.9,999.1,31.789,13050,100
32.2,2295.3,0.006,107.932,54,0,-0.16,0.09,-598.3,533.2,64.8,1,1,11082,12.41,8,316.7,84.9,1001.4,31.789,13050,100
32.25,2299.7,0.003,107.932,54,0,0.01,0.07,-599.7,537.5,65,1,1,11083,12.41,8,316.8,84.9,1003.9,31.789,13050,100
32.3,2304.1,0.003,107.932,54,0,0.02,0.08,-601,541.5,65.2,1,1,11091,12.41,8,317,84.8,1006.4,31.789,13050,100
32.35,2308.5,0.003,107.932,54,0,-0.16,0.08,-602.5,545.7,65.4,1,1,11096,12.41,8,317.1,84.8,1008.8,31.789,13050,100
32.4,2312.9,-0.003,107.932,54,0.7,-0.37,0.07,-603.9,550,65.6,1,1,11095,12.41,8,317.2,84.8,1011.2,31.789,13050,100
32.45,2317.3,-0.012,107.932,54,18.6,-0.54,-0.68,-605.3,554,65.8,0,1,11018,12.41,8,316.8,84.8,1013.6,31.789,13050,74.4
32.5,2321.7,-0.012,107.932,54,41.5,-0.69,-1.82,-606.7,558.2,66,0,1,10856,12.4,8,314.3,84.9,1015.6,31.789,13050,36.4
32.55,2326,-0.021,107.932,54,77.3,-0.68,-2.94,-608.1,562.4,66.2,0,1,12451,12.4,7,309.1,85.1,1016.1,31.789,13050,32
32.6,2330.2,-0.021,107.932,54,100,-0.72,-4.45,-609.3,566.3,66.4,0,1,11987,12.4,7,302.2,85.6,1016.6,31.789,13050,0
32.65,2334.2,-0.039,107.932,54,100,-1.01,-4.43,-610.6,570.3,66.6,0,1,11692,12.4,7,294.1,86.1,1016.9,31.789,13050,0
32.7,2338.2,-0.057,107.932,54,100,-1.4,-4.4,-611.7,574,66.7,0,1,11357,12.4,7,286.5,86.6,1017,31.789,13050,0
32.75,2342.1,-0.057,107.932,54,100,-1.71,-4.08,-612.9,577.8,66.9,0,1,12538,12.4,6,278.6,86.8,1017,31.789,13050,68
32.8,2345.9,-0.078,107.932,54,100,-1.69,-4.56,-614,581.5,67.1,0,1,12014,12.4,6,270.9,87.3,1017,31.789,13050,0
32.85,2349.5,-0.078,107.932,54,100,-1.73,-4.46,-614.9,584.9,67.2,0,1,11680,12.4,6,263.3,87.8,1017,31.789,13050,0
32.9,2353.1,-0.105,107.932,54,99.3,-1.55,-4.31,-615.9,588.5,67.4,0,1,11284,12.4,6,255.4,88.3,1017,31.789,13050,0
32.95,2356.5,-0.105,107.932,54,95,-1.6,-4.09,-616.8,591.9,67.5,0,1,11937,12.4,0,247.7,88.5,1017,31.789,13050,100
33,2359.8,-0.135,107.932,54,89.5,-1.83,-3.98,-617.6,595.3,67.7,0,1,12414,12.4,5,240.4,88.9,1017,31.789,13050,0
33.05,2363.1,-0.135,107.932,54,85.4,-1.93,-3.99,-618.3,598.3,67.8,0,1,12057,12.4,5,233.6,89.3,1017,31.789,13050,0
33.1,2366.2,-0.168,107.932,54,80.9,-1.93,-3.56,-619,601.5,67.9,0,1,11720,12.4,5,226.7,89.6,1017,31.789,13050,0
33.15,2369.3,-0.168,107.932,54,73.3,-2.09,-3.53,-619.6,604.6,68,0,0,11366,12.4,5,220.2,90,1017,31.789,13050,0
33.2,2372.3,-0.201,107.932,54,67.5,-2.4,-3.24,-620.1,607.4,68.1,0,0,11172,12.4,5,214.5,90.3,1017,31.789,13050,0
33.25,2375.2,-0.201,107.932,54,54.3,-2.32,-2.88,-620.6,610.4,68.3,0,0,10915,12.4,5,209,90.5,1017,31.789,13050,0
33.3,2378,-0.201,107.932,54,43.4,-2.3,-2.44,-621,613.3,68.4,0,0,10802,12.4,0,204.2,90.7,1017,31.789,13050,60
33.35,2380.8,-0.234,107.932,54,33.9,-2.73,-2.11,-621.3,615.9,68.5,0,0,12453,12.4,4,200.1,90.8,1017,31.789,13050,0
33.4,2383.5,-0.234,107.932,54,29.4,-3.03,-1.9,-621.6,618.7,68.6,0,0,12202,12.4,4,196.4,90.9,1017,31.789,13050,0
33.45,2386.2,-0.273,107.932,54,27.6,-2.89,-1.72,-621.8,621.3,68.7,0,0,11985,12.4,4,193.2,91.1,1017,31.789,13050,0
33.5,2388.8,-0.273,107.932,54,30.6,-2.89,-1.74,-621.9,624,68.8,0,0,11742,12.4,4,190,91.2,1017,31.789,13050,0
33.55,2391.4,-0.273,107.932,54,29.4,-3.19,-1.84,-622,626.7,68.9,0,0,11534,12.4,4,186.6,91.3,1017,31.789,13050,0
33.6,2394,-0.309,107.932,54,28.1,-3.27,-1.79,-621.9,629.1,69,0,0,11332,12.4,4,183.5,91.5,1017,31.789,13050,0
33.65,2396.5,-0.309,107.932,54,27,-3.09,-1.56,-621.8,631.7,69.1,0,0,11112,12.4,4,180.2,91.6,1017,31.789,13050,0
33.7,2398.9,-0.309,107.932,54,26.6,-3.22,-1.72,-621.6,634.2,69.2,0,0,10910,12.4,4,177.1,91.7,1017,31.789,13050,0
33.75,2401.4,-0.339,107.932,54,27,-3.07,-1.4,-621.4,636.7,69.3,0,0,12386,12.4,3,174,91.7,1017,31.789,13050,32
33.8,2403.7,-0.339,107.932,54,25.2,-2.95,-1.58,-621.1,639,69.4,0,0,12012,12.39,3,171.3,91.9,1017,31.789,13050,0
33.85,2406.1,-0.363,107.932,54,15.5,-3.05,-1.26,-620.7,641.3,69.4,0,0,11838,12.39,3,168.2,91.9,1017,31.789,13050,0
33.9,2408.4,-0.363,107.932,54,8.9,-3.43,-1.2,-620.2,643.7,69.5,0,0,11744,12.39,3,165.8,92,1017,31.789,13050,0
33.95,2410.6,-0.363,107.932,54,4.1,-3.19,-0.93,-619.7,645.8,69.6,0,0,11613,12.39,3,163.8,92.1,1017,31.789,13050,0
34,2412.9,-0.363,107.932,54,1.3,-3.2,-0.82,-619.1,648,69.7,0,0,11499,12.39,3,161.9,92.1,1017,31.789,13050,0
34.05,2415.1,-0.378,107.932,54,0.6,-3.38,-0.83,-618.5,650.1,69.8,0,0,11371,12.39,3,160.2,92.2,1017,31.789,13050,0
34.1,2417.3,-0.378,107.932,54,0.1,-2.88,-0.73,-617.8,652.2,69.9,0,0,11247,12.39,3,158.4,92.2,1017,31.789,13050,2.1
34.15,2419.5,-0.378,107.932,54,0,-3.18,-0.75,-617,654.3,70,0,0,11136,12.39,3,156.7,92.2,1017,31.789,13050,3.1
34.2,2421.6,-0.387,107.932,54,0,-2.88,-0.6,-616.1,656.3,70.1,0,0,11080,12.39,3,155.1,92.3,1017.1,31.789,13050,12.3
34.25,2423.8,-0.387,107.932,54,0,-2.97,-0.5,-615.2,658.2,70.2,0,0,11075,12.39,3,153.9,92.2,1017.4,31.789,13050,15.2
34.3,2425.9,-0.387,107.932,54,0,-3,-0.41,-614.3,660.1,70.3,0,0,11058,12.39,3,152.7,92.2,1017.9,31.789,13050,20
34.35,2428,-0.393,107.932,54,0,-2.75,-0.37,-613.3,661.9,70.4,0,0,10981,12.39,3,151.8,92.2,1018.6,31.789,13050,17.4
34.4,2430.1,-0.393,107.932,54,0,-2.83,-0.4,-612.2,663.7,70.4,0,0,10909,12.39,3,150.7,92.2,1019.2,31.789,13050,19.1
34.45,2432.2,-0.393,107.932,54,0,-2.77,-0.34,-611.1,665.5,70.5,0,0,10880,12.39,3,149.8,92.2,1019.8,31.789,13050,27.7
34.5,2434.3,-0.393,107.932,54,0,-2.66,-0.27,-610,667.2,70.6,0,0,10916,12.39,3,149,92.2,1020.6,31.789,13050,30.2
34.55,2436.3,-0.393,107.932,54,0,-2.78,-0.04,-608.7,668.9,70.7,0,0,10915,12.39,3,148.6,92.2,1021.6,31.789,13050,37.9
34.6,2438.4,-0.393,107.932,54,0,-2.67,-0.01,-607.4,670.5,70.7,0,0,10947,12.39,3,148.3,92.1,1022.7,31.789,13050,46.5
34.65,2440.4,-0.393,107.932,54,0,-2.41,0.16,-606.2,672,70.8,0,0,10953,12.39,3,148.4,92.1,1024,31.789,13050,51.9
34.7,2442.5,-0.393,107.932,54,0,-2.39,0.2,-604.8,673.6,70.9,0,0,10951,12.39,3,148.7,92.1,1025.6,31.789,13050,48.3
34.75,2444.6,-0.393,107.932,54,0,-1.92,0.25,-603.3,675.2,71,0,0,10986,12.39,3,149.1,92.1,1027.1,31.789,13050,48.5
34.8,2446.7,-0.393,107.932,54,0,-1.9,0.28,-601.9,676.6,71,0,0,10996,12.39,3,149.5,92,1028.7,31.789,13050,50.1
34.85,2448.7,-0.393,107.932,54,0,-1.87,0.34,-600.4,678.1,71.1,0,0,11051,12.39,3,150,92,1030.4,31.789,13050,49.6
34.9,2450.8,-0.393,107.932,54,0,-1.45,0.34,-598.9,679.5,71.1,0,0,11100,12.39,3,150.6,92,1032.1,31.789,13050,51.4
34.95,2452.9,-0.393,107.932,54,0,-1.53,0.44,-597.4,680.9,71.2,0,0,11143,12.39,3,151.3,91.9,1033.9,31.789,13050,56.3
35,2455,-0.393,107.932,54,0,-1.25,0.46,-595.8,682.3,71.3,0,0,11216,12.39,3,152,91.9,1035.9,31.789,13050,55.1
35.05,2457.2,-0.393,107.932,54,0,-0.67,0.45,-594.1,683.7,71.3,0,0,11212,12.38,3,152.9,91.8,1037.8,31.789,13050,53.3
35.1,2459.3,-0.393,107.932,54,0,0.16,0.39,-592.6,685,71.4,0,0,11262,12.38,3,153.6,91.8,1039.6,31.789,13050,52.4
35.15,2461.4,-0.393,107.932,54,0,0.98,0.39,-590.9,686.4,71.4,0,0,11341,12.38,3,154.3,91.8,1041.6,31.789,13050,51.5
35.2,2463.6,-0.399,107.932,54,0,1.68,0.27,-589.2,687.9,71.5,0,0,11323,12.38,3,154.9,91.7,1043.3,31.789,13050,35.6
35.25,2465.7,-0.399,107.932,54,0,2.27,0.01,-587.7,689.2,71.5,0,0,11311,12.38,3,155,91.7,1044.9,31.789,13050,28.3
35.3,2467.9,-0.399,107.932,54,0,2.84,-0.11,-586.1,690.7,71.6,0,0,11247,12.38,3,154.8,91.7,1046.1,31.789,13050,19.8
35.35,2470,-0.396,107.932,54,0,2.51,-0.38,-584.6,692.3,71.6,0,0,11166,12.38,3,154.3,91.7,1046.9,31.789,13050,12.3
35.4,2472.2,-0.396,107.932,54,0,2.56,-0.53,-583.2,693.8,71.7,0,0,11046,12.38,3,153.5,91.7,1047.5,31.789,13050,4.9
35.45,2474.3,-0.396,107.932,54,0,2.19,-0.6,-581.7,695.4,71.7,0,0,10903,12.38,3,152.3,91.7,1047.8,31.789,13050,0
35.5,2476.4,-0.393,107.932,54,0,2.94,-0.73,-580.4,697.1,71.8,0,0,10807,12.38,3,150.9,91.7,1047.9,31.789,13050,0
35.55,2478.5,-0.393,107.932,54,0,2.65,-0.68,-579.1,698.6,71.8,0,0,10726,12.38,3,149.6,91.7,1047.9,31.789,13050,6
35.6,2480.5,-0.393,107.932,54,0,3.23,-0.46,-577.9,700.3,71.9,0,0,10756,12.38,3,148.5,91.7,1048.1,31.789,13050,17
35.65,2482.6,-0.393,107.932,54,0,2.85,-0.34,-576.7,702.1,71.9,0,0,10745,12.38,3,147.6,91.7,1048.5,31.789,13050,26.3
35.7,2484.6,-0.378,107.932,54,0,2.73,-0.14,-575.7,703.7,72,0,0,10766,12.38,3,147.1,91.7,1049.2,31.789,13050,30.6
35.75,2486.7,-0.378,107.932,54,0,2.89,-0.11,-574.6,705.5,72,0,0,10753,12.38,3,146.8,91.7,1050.1,31.789,13050,33.6
35.8,2488.7,-0.378,107.932,54,0,2.64,0,-573.6,707.4,72.1,0,0,10786,12.38,3,146.6,91.7,1051,31.789,13050,40.8
35.85,2490.7,-0.36,107.932,54,0,2.61,-0.07,-572.7,709.1,72.1,0,0,10776,12.38,3,146.6,91.7,1052.2,31.789,13050,39.8
35.9,2492.8,-0.36,107.932,54,0,2.51,0.07,-571.9,711,72.2,0,0,10783,12.38,3,146.6,91.7,1053.5,31.789,13050,40.9
35.95,2494.8,-0.36,107.932,54,0,2.78,0.12,-571.1,712.9,72.3,0,0,10810,12.38,3,146.8,91.6,1054.7,31.789,13050,44.6
36,2496.8,-0.36,107.932,54,0,2.5,0.15,-570.4,714.7,72.3,0,0,10855,12.38,3,146.9,91.6,1056.1,31.789,13050,44.4
36.05,2498.9,-0.339,107.932,54,0,2.63,0.13,-569.7,716.7,72.4,0,0,10840,12.37,3,147.1,91.6,1057.6,31.789,13050,43
36.1,2500.9,-0.339,107.932,54,0,2.57,0.17,-569.1,718.7,72.4,0,0,10874,12.37,3,147.2,91.5,1058.9,31.789,13050,42.2
36.15,2503,-0.339,107.932,54,0,2.67,0.12,-568.5,720.6,72.5,0,0,10875,12.37,3,147.3,91.5,1060.3,31.789,13050,43.1
36.2,2505,-0.318,107.932,54,0,2.69,0.18,-568,722.6,72.5,0,0,10894,12.37,3,147.4,91.5,1061.7,31.789,13050,43.5
36.25,2507.1,-0.318,107.932,54,0,2.64,0.11,-567.6,724.7,72.6,0,0,10932,12.37,3,147.6,91.5,1063.2,31.789,13050,44
36.3,2509.1,-0.318,107.932,54,0,2.59,0.21,-567.3,726.6,72.7,0,0,10913,12.37,3,147.8,91.4,1064.5,31.789,13050,45.1
36.35,2511.2,-0.318,107.932,54,0,2.71,0.18,-567,728.7,72.7,0,0,10965,12.37,3,148,91.4,1066,31.789,13050,47.2
36.4,2513.2,-0.297,107.932,54,0,2.5,0.29,-566.7,730.7,72.8,0,0,10984,12.37,3,148.3,91.4,1067.5,31.789,13050,47.9
36.45,2515.3,-0.297,107.932,54,0,2.67,0.22,-566.6,732.7,72.8,0,0,11058,12.37,3,148.7,91.4,1069.1,31.789,13050,55.1
36.5,2517.4,-0.297,107.932,54,0,2.38,0.34,-566.5,734.8,72.9,0,0,11114,12.37,3,149.2,91.3,1070.8,31.789,13050,53.4
36.55,2519.5,-0.276,107.932,54,0,2.63,0.38,-566.4,736.9,72.9,0,0,11141,12.37,3,149.8,91.3,1072.7,31.789,13050,55.1
36.6,2521.5,-0.276,107.932,54,0,2.45,0.41,-566.4,738.9,73,0,0,11205,12.37,3,150.4,91.3,1074.4,31.789,13050,53.5
36.65,2523.6,-0.276,107.932,54,0,2.44,0.3,-566.5,741.1,73,0,0,11253,12.36,3,151,91.2,1076.3,31.789,13050,54.1
36.7,2525.8,-0.276,107.932,54,0,2.2,0.52,-566.7,743.2,73.1,0,0,11270,12.36,3,151.7,91.2,1078.1,31.789,13050,53.8
36.75,2527.9,-0.258,107.932,54,0,2.51,0.31,-566.8,745.2,73.1,0,0,11356,12.36,3,152.3,91.2,1080,31.789,13050,55.5
36.8,2530,-0.258,107.932,54,0,2.41,0.59,-567.1,747.4,73.2,0,0,11440,12.36,3,153,91.1,1082,31.789,13050,58.3
36.85,2532.1,-0.258,107.932,54,0,2.64,0.45,-567.4,749.5,73.2,0,0,11485,12.36,3,153.8,91.1,1083.9,31.789,13050,58.7
36.9,2534.3,-0.24,107.932,54,0,2.17,0.52,-567.8,751.6,73.2,0,0,11588,12.36,3,154.5,91.1,1086,31.789,13050,59.2
36.95,2536.4,-0.24,107.932,54,0,2.63,0.4,-568.2,753.7,73.3,0,0,11619,12.36,3,155.3,91,1088.2,31.789,13050,58
37,2538.6,-0.24,107.932,54,0,2.54,0.61,-568.8,755.9,73.3,0,0,11726,12.36,3,156,91,1090.2,31.789,13050,57.3
37.05,2540.8,-0.225,107.932,54,0,2.5,0.43,-569.3,757.9,73.3,0,0,11743,12.36,3,156.7,91,1092.4,31.789,13050,57.2
37.1,2543,-0.225,107.932,54,0,2.62,0.61,-569.9,760,73.3,0,0,11765,12.36,3,157.4,90.9,1094.5,31.789,13050,57.1
37.15,2545.2,-0.225,107.932,54,0,2.44,0.46,-570.6,762.1,73.3,0,0,11912,12.35,3,158.1,90.9,1096.6,31.789,13050,58.4
37.2,2547.4,-0.225,107.932,54,0,2.33,0.56,-571.4,764.1,73.4,0,0,11881,12.35,3,158.9,90.8,1098.8,31.789,13050,58.5
37.25,2549.6,-0.207,107.932,54,0,2.73,0.59,-572.2,766.2,73.4,0,0,11907,12.35,3,159.7,90.8,1101.1,31.789,13050,59
37.3,2551.8,-0.207,107.932,54,0,2.43,0.51,-573.1,768.3,73.4,0,0,11973,12.35,3,160.5,90.8,1103.2,31.789,13050,59.4
37.35,2554,-0.207,107.932,54,0,2.33,0.61,-573.9,770.3,73.4,0,0,12006,12.35,3,161.4,90.7,1105.5,31.789,13050,59.5
37.4,2556.3,-0.192,107.932,54,0,1.9,0.53,-574.9,772.3,73.4,0,0,12013,12.35,3,162.4,90.7,1107.8,31.789,13050,60.6
37.45,2558.6,-0.192,107.932,54,0,1.11,0.58,-576,774.4,73.4,0,0,12074,12.35,3,163.5,90.6,1110.2,31.789,13050,64
37.5,2560.9,-0.192,107.932,54,0,0.58,0.68,-577,776.3,73.4,0,0,12116,12.35,3,164.7,90.6,1112.5,31.789,13050,66.5
37.55,2563.2,-0.18,107.932,54,0,-0.14,0.74,-578.1,778.4,73.4,0,0,12230,12.35,3,165.9,90.5,1115.1,31.789,13050,69.7
37.6,2565.5,-0.18,107.932,54,0,-0.59,0.76,-579.2,780.5,73.5,0,0,12331,12.34,3,167.2,90.5,1117.8,31.789,13050,74
37.65,2567.8,-0.18,107.932,54,0,-0.98,0.73,-580.3,782.5,73.5,0,0,12440,12.34,3,168.5,90.4,1120.4,31.789,13050,75.6
37.7,2570.2,-0.168,107.932,54,0,-1.41,1.11,-581.3,784.6,73.5,0,0,11081,12.34,4,170.4,90.4,1122.8,31.789,13050,76
37.75,2572.6,-0.168,107.932,54,0,-1.77,0.73,-582.4,786.8,73.5,0,0,11137,12.34,4,171.9,90.4,1125.5,31.789,13050,75.6
37.8,2575,-0.168,107.932,54,0,-2.11,0.74,-583.4,788.9,73.5,0,0,11209,12.34,4,173.2,90.3,1128.5,31.789,13050,75.5
37.85,2577.4,-0.159,107.932,54,0,-2.24,0.73,-584.4,791.1,73.6,0,0,11318,12.34,4,174.5,90.3,1131.4,31.789,13050,73.5
37.9,2579.9,-0.159,107.932,54,0,-2.36,0.6,-585.3,793.4,73.6,0,0,11398,12.34,4,175.6,90.2,1134.1,31.789,13050,69.2
37.95,2582.3,-0.159,107.932,54,0,-2.58,0.57,-586.2,795.6,73.6,0,0,11445,12.34,4,176.6,90.2,1136.9,31.789,13050,68.4
38,2584.8,-0.15,107.932,54,0,-2.67,0.57,-587,798,73.6,0,0,11498,12.33,4,177.5,90.1,1139.6,31.789,13050,67.1
