Time,Distance,LAP_BEACON,G_LAT,ROTY,STEERANGLE,SPEED,THROTTLE,BRAKE,GEAR,G_LON,CLUTCH,RPMS,TC,ABS,SUS_TRAVEL_LF,SUS_TRAVEL_RF,SUS_TRAVEL_LR,SUS_TRAVEL_RR,BRAKE_TEMP_LF,BRAKE_TEMP_RF,BRAKE_TEMP_LR,BRAKE_TEMP_RR,TYRE_PRESS_LF,TYRE_PRESS_RF,TYRE_PRESS_LR,TYRE_PRESS_RR,TYRE_TAIR_LF,TYRE_TAIR_RF,TYRE_TAIR_LR,TYRE_TAIR_RR,WHEEL_SPEED_LF,WHEEL_SPEED_RF,WHEEL_SPEED_LR,WHEEL_SPEED_RR,BUMPSTOPUP_RIDE_LF,BUMPSTOPUP_RIDE_RF,BUMPSTOPUP_RIDE_LR,BUMPSTOPUP_RIDE_RR
s,m,..,m/s2,deg/s,deg,km/h,%,%,no,m/s2,%,1/min,..,..,mm,mm,mm,mm,C,C,C,C,..,..,..,..,C,C,C,C,m/s,m/s,m/s,m/s,..,..,..,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.04,93,0,0.02,0.18,1,176.7,100,0,3,0,0,6985,0,0,18,19,35,35,498,504,285,285,28,28,27,28,92,98,86,89,49,49,50,50,0,0,0,0
2.06,94,0,0.01,-0.06,1,176.9,100,0,3,0,0,6993,0,0,19,20,35,35,496,503,285,285,28,28,27,28,92,98,86,89,50,50,50,50,0,0,0,0
2.08,95,0,0.01,-0.06,0,177.3,100,0,3,0,0,7006,0,0,19,20,35,35,496,503,285,285,28,28,27,28,92,98,86,89,50,50,51,51,0,0,0,0
2.1,96,0,-0.03,-0.72,0,177.5,100,0,3,0,0,7011,0,0,19,20,35,35,495,502,284,284,28,28,27,28,92,98,86,89,50,50,51,51,0,0,0,0
2.12,97,0,-0.03,-0.72,0,177.7,100,0,3,0,0,7015,0,0,20,20,35,36,495,502,284,284,28,28,27,28,92,98,86,89,50,50,51,51,0,0,0,0
2.14,98,0,-0.03,-0.72,0,177.9,100,0,3,0,0,7023,0,0,20,20,36,36,495,502,284,284,28,28,27,28,92,98,86,89,50,50,51,51,0,0,0,0
2.16,99,0,-0.05,-0.86,0,178.1,100,0,3,0,0,7035,0,0,20,21,36,36,494,501,284,284,28,28,27,28,92,98,86,89,50,50,51,51,0,0,0,0
2.18,100,0,-0.05,-0.86,0,178.5,100,0,3,0,0,7054,0,0,21,21,36,36,494,501,284,284,28,28,27,28,92,98,86,89,50,50,51,51,0,0,0,0
2.2,101,0,-0.05,-0.86,1,178.7,100,0,3,0,0,7059,0,0,21,21,36,36,493,499,283,284,28,28,27,28,92,98,86,89,50,50,51,51,0,0,0,0
2.22,102,0,-0.05,-0.86,1,178.9,100,0,3,0,0,7062,0,0,22,22,37,37,493,499,283,284,28,28,27,28,92,98,86,89,50,50,51,51,0,0,0,0
2.24,103,0,-0.05,-0.86,1,179.1,100,0,3,0,0,7068,0,0,22,22,37,37,493,499,283,284,28,28,27,28,92,98,86,89,50,50,51,51,0,0,0,0
2.26,104,0,-0.03,-0.48,1,179.3,100,0,3,0,0,7076,0,0,23,22,38,38,492,498,283,283,28,28,27,28,92,98,86,89,50,50,51,51,0,0,0,0
2.28,105,0,-0.03,-0.48,1,179.7,100,0,3,0,0,7094,0,0,23,23,38,38,492,498,283,283,28,28,27,28,92,98,86,89,50,50,51,51,0,0,0,0
2.3,106,0,-0.05,-0.28,1,179.9,100,0,3,0,0,7103,0,0,23,23,38,39,490,497,282,283,28,28,27,28,92,98,86,89,50,50,51,51,0,0,0,0
2.32,107,0,-0.05,-0.28,1,180.1,100,0,3,0,0,7110,0,0,22,22,39,39,490,497,282,283,28,28,27,28,92,98,86,89,50,50,51,51,0,0,0,0
2.34,108,0,-0.05,-0.28,1,180.3,100,0,3,0,0,7117,0,0,21,21,39,39,490,497,282,283,28,28,27,28,92,98,86,89,50,50,51,51,0,0,0,0
2.36,109,0,-0.05,-0.12,1,180.5,100,0,3,0,0,7124,0,0,21,20,38,40,489,496,282,282,28,28,27,28,92,98,86,89,50,50,51,51,0,0,0,0
2.38,110,0,-0.05,-0.12,1,180.8,100,0,3,0,0,7151,0,0,20,20,38,38,489,496,282,282,28,28,27,28,92,98,86,89,50,50,52,52,0,0,0,0
2.4,111,0,-0.05,-0.56,1,181,100,0,3,0,0,7168,0,0,20,19,36,37,488,495,281,282,28,28,27,28,92,98,86,89,51,51,52,52,0,0,0,0
2.42,112,0,-0.05,-0.56,1,181.2,100,0,3,0,0,7179,0,0,20,19,35,35,488,495,281,282,28,28,27,28,92,98,86,89,51,51,52,52,0,0,0,0
2.44,113,0,-0.05,-0.56,1,181.4,100,0,3,0,0,7183,0,0,21,20,34,35,488,495,281,282,28,28,27,28,92,98,86,89,51,51,52,52,0,0,0,0
2.46,114,0,-0.08,-0.68,1,181.6,100,0,3,0,0,7180,0,0,21,20,34,35,487,494,281,281,28,28,27,28,92,98,86,89,51,51,52,52,0,0,0,0
2.48,115,0,-0.08,-0.68,1,182,100,0,3,0,0,7172,0,0,22,21,34,36,487,494,281,281,28,28,27,28,92,98,86,89,51,51,52,52,0,0,0,0
2.5,116,0,-0.08,-0.72,1,182.2,100,0,3,0,0,7177,0,0,22,21,35,36,486,492,280,281,28,28,27,28,92,98,86,89,51,51,52,52,0,0,0,0
2.52,117,0,-0.08,-0.72,1,182.3,100,0,3,0,0,7188,0,0,22,21,36,37,486,492,280,281,28,28,27,28,92,98,86,89,51,51,52,52,0,0,0,0
2.54,118,0,-0.08,-0.72,1,182.5,100,0,3,0,0,7203,0,0,23,22,36,38,486,492,280,281,28,28,27,28,92,98,86,89,51,51,52,52,0,0,0,0
2.56,119,0,-0.07,-0.4,1,182.7,100,0,3,0,0,7216,0,0,24,23,37,38,485,491,280,280,28,28,27,28,92,98,86,89,51,51,52,52,0,0,0,0
2.58,120,0,-0.07,-0.4,1,183.1,100,0,3,0,0,7229,0,0,25,24,37,39,485,491,280,280,28,28,27,28,92,98,86,89,51,51,52,52,0,0,0,0
